Stations_id|von_datum|bis_datum|Stationshoehe|geoBreite|geoLaenge|Stationsname|Bundesland
04339|19480101|20010331|193|49.2231|7.0168|Saarbrücken-Sankt_Johann|Saarland

04343|19790101|19970930|180|49.3256|6.7354|Saarlouis|Saarland

04347|19480101|20030708|292|51.5909|10.5691|Sachsa,_Bad|Niedersachsen

04349|19871101|20221030|251|48.9569|9.0711|Sachsenheim|Baden-Württemberg

04350|19660101|20081231|339|47.5619|7.9399|Säckingen,_Bad_(Bergseestr.)|Baden-Württemberg

04354|19850901|20221030|457|48.7832|13.3146|Saldenburg-Entschenreuth|Bayern

04364|19650101|19991231|138|52.0355|10.3054|Salzgitter-Ringelheim|Niedersachsen

04367|19920401|20061231|175|52.0781|9.5520|Salzhemmendorf-Lauenstein|Niedersachsen

04371|19350101|20221030|135|52.1042|8.7521|Salzuflen,_Bad|Nordrhein-Westfalen

04377|19650101|20221030|518|50.3518|10.0034|Sandberg|Bayern

04386|19470101|20061231|795|47.7610|8.1247|Sankt_Blasien|Baden-Württemberg

04390|19630101|20041231|896|48.0091|8.0966|Sankt_Märgen|Baden-Württemberg

04393|19510101|20221030|5|54.3279|8.6031|Sankt_Peter-Ording|Schleswig-Holstein

04397|19780201|20051231|400|49.5025|7.2020|Sankt_Wendel-Urweiler|Saarland

04411|19791201|20221030|155|49.9195|8.9671|Schaafheim-Schlierbach|Hessen

04419|19470101|20041231|212|47.9557|7.7133|Schallstadt-Mengen|Baden-Württemberg

04429|19811201|19940831|778|47.5880|9.8500|Scheidegg|Bayern

04433|19870101|20041231|519|48.1994|9.7700|Schemmerhofen-Ingerkingen|Baden-Württemberg

04438|19921201|20061231|317|49.9750|11.0395|Scheßlitz|Bayern

04442|19810101|20071231|155|51.9119|9.1533|Schieder|Nordrhein-Westfalen

04445|19021201|20221030|609|51.7658|10.6533|Wernigerode-Schierke|Sachsen-Anhalt

04464|19510401|20221030|501|50.5679|11.8041|Schleiz|Thüringen

04466|19470101|20221030|43|54.5275|9.5487|Schleswig|Schleswig-Holstein

04477|19570101|20100501|993|47.8208|8.1860|Schluchsee|Baden-Württemberg

04480|19851001|20221030|230|50.3447|9.5533|Schlüchtern-Herolz|Hessen

04485|20050201|20170228|296|50.7250|10.4539|Schmalkalden,_Kurort|Thüringen

04490|19660101|20021231|223|49.4149|6.8360|Schmelz-Hüttersdorf|Saarland

04501|19360101|20221030|938|50.6545|10.7696|Schmücke|Thüringen

04508|19530101|20221030|649|50.2968|6.4194|Schneifelforsthaus|Rheinland-Pfalz

04517|19470101|20081130|635|48.7859|8.6451|Schömberg,_Kr._Calw|Baden-Württemberg

04548|20070701|20221030|608|50.1847|12.0791|Schönwald/Ofr.-Brunn|Bayern

04549|19770501|20100930|1021|48.1002|8.1969|Schönwald/Schwarzwald|Baden-Württemberg

04556|19720901|20000831|904|48.1402|8.1991|Schonach|Baden-Württemberg

04557|19530101|20021031|399|47.6464|7.8440|Schopfheim-Eichen|Baden-Württemberg

04559|19960501|20221030|398|49.1644|12.6175|Schorndorf-Knöbling|Bayern

04560|19490101|20220102|265|50.4925|9.1226|Schotten|Hessen

04571|19690601|19970331|504|51.8369|10.4312|Schulenberg|Niedersachsen

04581|19510101|20021031|415|48.7768|9.8025|Schwäbisch_Gmünd-Strassdorf|Baden-Württemberg

04582|19830401|20010731|358|49.0823|9.6892|Schwäbisch_Hall-Bibersfeld|Baden-Württemberg

04583|19911126|20081226|300|48.7868|9.7456|Schwäbisch_Gmünd_(Wind)|Baden-Württemberg

04586|19910101|19980630|320|50.1394|8.0627|Schwalbach,_Bad|Hessen

04592|19551021|20221030|356|49.3278|12.0871|Schwandorf|Bayern

04593|19950701|19991130|117|51.9639|11.1208|Schwanebeck|Sachsen-Anhalt

04597|19450101|20101231|792|47.5769|10.7181|Schwangau-Horn|Bayern

04605|19490705|20221030|277|50.6441|11.1936|Schwarzburg|Thüringen

04621|19580501|20031231|240|50.0575|10.2160|Schweinfurt-Gartenstadt|Bayern

04625|18900101|20221030|59|53.6424|11.3871|Schwerin|Mecklenburg-Vorpommern

04629|19721001|19991130|37|54.5166|9.1420|Schwesing|Schleswig-Holstein

04642|19761001|20221030|21|52.8911|11.7297|Seehausen|Sachsen-Anhalt

04651|19370101|20221030|186|51.9040|10.1885|Seesen|Niedersachsen

04663|19820201|20110412|535|50.1633|12.1188|Selb/Selbbach|Bayern

04664|19410101|20000630|611|50.1969|12.1727|Selb/Oberfranken-Wildenau|Bayern

04692|19370101|20181130|229|50.8534|7.9966|Siegen_(Kläranlage)|Nordrhein-Westfalen

04702|20000702|20071101|645|48.1000|9.2500|Sigmaringen_(Flugplatz)|Baden-Württemberg

04703|19510101|20221030|581|48.0719|9.1943|Sigmaringen-Laiz|Baden-Württemberg

04704|19880501|20221030|508|47.5776|9.7404|Sigmarszell-Zeisertsweiler|Bayern

04706|19810101|20221030|358|48.2718|13.0273|Simbach/Inn|Bayern

04709|19790401|20221030|445|49.9996|7.5981|Simmern-Wahlbach|Rheinland-Pfalz

04719|19980101|20070828|169|49.2447|8.8787|Sinsheim|Baden-Württemberg

04729|19890701|20040229|342|50.2882|9.4583|Steinau-Seidenroth|Hessen

04741|19360101|20021231|152|51.1400|7.0930|Solingen-Hohenscheid|Nordrhein-Westfalen

04745|19350101|20221030|75|52.9604|9.7930|Soltau|Niedersachsen

04748|18610101|20101231|185|51.3691|10.8800|Sondershausen|Thüringen

04752|19510101|20080701|626|50.3746|11.1828|Sonneberg-Neufang|Thüringen

04763|19610101|20221030|265|51.0607|9.9266|Sontra|Hessen

04782|19910101|19911231|87|51.6040|12.1093|Spören-Prussendorf|Sachsen-Anhalt

04813|20200801|20221030|318|50.0806|11.0467|Staffelstein,_Bad-Stublang|Bayern

04818|19640401|20001231|597|50.1531|11.7402|Stammbach-Querenbach|Bayern

04841|19981001|20221030|-0|53.6946|8.8735|Steinau,_Kr._Cuxhaven|Niedersachsen

04857|19901101|20221030|1|53.5534|9.6097|Mittelnkirchen-Hohenfelde|Niedersachsen

04878|19300101|20221030|504|51.6646|10.8811|Oberharz_am_Brocken-Stiege|Sachsen-Anhalt

04880|19841201|20221030|450|49.0878|10.1240|Stimpfach-Weipertshofen|Baden-Württemberg

04881|19771001|19940731|532|47.8591|9.0152|Stockach|Baden-Württemberg

04886|19751101|20070526|3|53.8333|9.3667|Störsperrwerk|Schleswig-Holstein

04887|19470101|20221030|734|48.6656|9.8648|Stötten|Baden-Württemberg

04896|19741201|20221030|40|54.6654|9.8050|Wagersrott|Schleswig-Holstein

04911|19490501|20221030|351|48.8275|12.5597|Straubing|Bayern

04919|19771001|20210421|7|54.4965|8.8069|Strucklahnungshörn|Schleswig-Holstein

04926|19460101|20130514|224|48.7896|9.2167|Stuttgart_(Neckartal)|Baden-Württemberg

04928|19580101|20221030|314|48.8281|9.2000|Stuttgart_(Schnarrenberg)|Baden-Württemberg

04931|19530101|20221030|371|48.6883|9.2235|Stuttgart-Echterdingen|Baden-Württemberg

04947|19880817|20221030|129|52.2317|10.9200|Süpplingen|Niedersachsen

04977|19930101|20020430|45|52.5447|11.9724|Tangermünde|Sachsen-Anhalt

04978|19860101|20221030|395|50.6390|10.0228|Tann/Rhön|Hessen

04987|19860501|20040630|179|49.6122|9.6747|Tauberbischofsheim-Dittigheim|Baden-Württemberg

04996|19360101|19991031|837|47.7099|11.7639|Tegernsee|Bayern

04997|19941001|20221030|196|50.9771|12.3419|Starkenberg-Tegkwitz|Thüringen

05009|19470101|20221030|33|53.7611|12.5574|Teterow|Mecklenburg-Vorpommern

05014|19520101|20221030|7|53.2758|8.9857|Worpswede-Hüttenbusch|Niedersachsen

05017|19480101|20221030|633|50.4002|11.3888|Teuschnitz|Bayern

05029|19750601|20221030|386|49.4737|7.0385|Tholey|Saarland

05032|19860501|20031231|197|49.8850|9.8469|Thüngersheim|Bayern

05039|19680301|19981231|236|50.8430|10.1613|Tiefenort|Thüringen

05046|19670101|20221030|501|49.8576|12.3542|Tirschenreuth-Lodermühl|Bayern

05047|19480101|19951231|870|47.9394|8.1933|Titisee-Neustadt-Langenordnach|Baden-Württemberg

05049|19570101|20080501|846|47.8991|8.1460|Titisee-Neustadt-Titisee|Baden-Württemberg

05059|19821001|20021231|781|47.7279|7.9988|Todtmoos|Baden-Württemberg

05063|19360101|20070531|724|47.7566|11.5819|Tölz,_Bad|Bayern

05064|20041201|20221030|37|51.2897|6.4437|Tönisvorst|Nordrhein-Westfalen

05075|19711001|20040630|635|47.8516|12.6182|Traunstein-Axdorf|Bayern

05078|19400101|20221030|2|53.9619|10.8892|Travemünde|Schleswig-Holstein

05088|19910101|20001231|3|54.5337|13.2460|Trent|Mecklenburg-Vorpommern

05094|19490101|20011231|683|48.1316|8.2283|Triberg|Baden-Württemberg

05095|19750701|20010901|700|48.1288|8.2330|Triberg_(Kurpark)|Baden-Württemberg

05097|19910101|20221030|10|54.0654|12.7655|Tribsees|Mecklenburg-Vorpommern

05099|19070501|20221030|132|49.7326|6.6131|Trier-Zewen|Rheinland-Pfalz

05100|19370101|20221030|265|49.7479|6.6583|Trier-Petrisberg|Rheinland-Pfalz

05107|19880601|20031231|769|48.2814|9.3137|Trochtelfingen-Wilsingen|Baden-Württemberg

05109|20000701|20221030|68|53.5998|13.3039|Trollenhagen|Mecklenburg-Vorpommern

05111|19450101|20221030|560|48.0311|12.5396|Trostberg|Bayern

05127|19910201|20031231|649|48.0083|8.8179|Tuttlingen|Baden-Württemberg

05133|19980601|20221030|295|51.3344|8.9132|Twistetal-Mühlhausen|Hessen

05138|19460101|20031231|446|47.7713|9.1562|Überlingen/Bodensee|Baden-Württemberg

05142|19360901|20221030|1|53.7445|14.0698|Ueckermünde|Mecklenburg-Vorpommern

05146|19510101|20221030|50|52.9414|10.5289|Uelzen|Niedersachsen

05149|19510301|20221004|306|49.5741|10.1915|Gollhofen|Bayern

05154|19740101|19960930|576|48.4000|9.9833|Ulm-Wilhelmsburg|Baden-Württemberg

05155|19440101|20140901|567|48.3837|9.9524|Ulm|Baden-Württemberg

05158|19871201|20221028|159|52.1601|11.1759|Ummendorf|Sachsen-Anhalt

05165|19480201|20061231|95|52.8499|10.2898|Unterlüß|Niedersachsen

05174|19750101|20051231|471|48.4951|9.4003|Urach,_Bad|Baden-Württemberg

05185|19711101|20061231|291|49.5933|11.0704|Uttenreuth|Bayern

05226|19870611|20011117|708|47.9530|10.9151|Vilgertshofen|Bayern

05229|19470101|20221030|719|48.0453|8.4608|Villingen-Schwenningen|Baden-Württemberg

05245|19760101|19990831|187|49.2495|6.8804|Völklingen_(Kraftwerk-Fenne)|Saarland

05250|19360101|20031231|223|48.0908|7.6353|Vogtsburg-Oberrotweil|Baden-Württemberg

05275|19851001|20221030|105|49.2445|8.5374|Waghäusel-Kirrlach|Baden-Württemberg

05277|19980101|20090630|349|50.8119|9.1280|Wahlen|Hessen

05279|19510101|20221030|176|51.6194|9.5749|Wesertal-Lippoldsberg|Hessen

05280|19810401|20221030|35|53.9224|10.2267|Wittenborn|Schleswig-Holstein

05284|19780101|19911231|224|48.8279|9.3228|Waiblingen|Baden-Württemberg

05289|19830101|20080430|595|48.4918|8.5612|Waldachtal-Lützenhardt|Baden-Württemberg

05300|19510101|20221030|380|50.2596|8.3607|Waldems-Reinborn|Hessen

05306|19711201|20031231|940|48.9293|13.4641|Waldhäuser_(National_Park)|Bayern

05319|19810801|20221030|576|47.9167|9.7076|Waldsee,_Bad-Reute|Baden-Württemberg

05320|19530101|19910630|330|47.6172|8.2388|Waldshut|Baden-Württemberg

05327|19810714|20221030|404|49.5789|9.3975|Walldürn|Baden-Württemberg

05335|19450101|20221030|352|50.8963|10.5483|Waltershausen|Thüringen

05344|19410301|20061231|2|53.7865|7.9096|Wangerooge|Niedersachsen

05347|19980101|20221030|236|51.5039|9.1118|Warburg|Nordrhein-Westfalen

05349|18890701|20221030|73|53.5196|12.6654|Waren_(Müritz)|Mecklenburg-Vorpommern

05361|19490101|20051231|270|50.6271|9.4420|Wartenberg-Angersbach|Hessen

05369|19471201|19931231|443|48.0572|12.2202|Wasserburg|Bayern

05371|19360101|20221030|920|50.4973|9.9427|Wasserkuppe|Hessen

05397|19470101|20221030|440|49.6662|12.1844|Weiden|Bayern

05403|19911101|20041231|309|49.5900|10.2588|Weigenheim-Reusch|Bayern

05404|19360701|20221030|477|48.4024|11.6946|Weihenstephan-Dürnast|Bayern

05410|19470101|19930630|150|50.4732|8.2588|Weilburg_(Kläranlage)|Hessen

05412|19910531|20221030|771|47.6802|8.1964|Weilheim-Bierbronnen|Baden-Württemberg

05419|19500101|20070630|264|50.9751|11.3076|Weimar|Thüringen

05424|19490301|20221030|328|51.0177|11.3544|Weimar-Schöndorf|Thüringen

05426|19530101|20221030|553|49.3758|8.1212|Weinbiet|Rheinland-Pfalz

05433|19570101|20221030|380|49.5534|6.8120|Weiskirchen/Saar|Saarland

05434|19510101|19920531|317|50.0858|11.2364|Weismain|Bayern

05435|19810101|20031231|455|48.8457|8.9073|Weissach|Baden-Württemberg

05440|18790101|20221030|439|49.0115|10.9308|Weißenburg-Emetzheim|Bayern

05442|19490401|20051231|109|51.2002|11.9154|Weißenfels|Sachsen-Anhalt

05445|19830201|20071231|165|51.2120|10.9956|Weißensee-Ottenhausen|Thüringen

05453|19920601|20031231|174|48.1880|7.6976|Weisweil-Waldeckhof|Baden-Württemberg

05463|19941201|20000131|58|52.0654|14.6898|Wellmitz|Brandenburg

05467|19510101|20120921|1832|47.7035|12.0119|Wendelstein|Bayern

05480|19750101|20221030|85|51.5763|7.8879|Werl|Nordrhein-Westfalen

05490|19470101|20221030|233|51.8454|10.7686|Wernigerode|Sachsen-Anhalt

05498|18681020|20041130|140|49.7667|9.5428|Wertheim-Eichel|Baden-Württemberg

05516|19480101|20221030|3|54.5283|11.0606|Fehmarn|Schleswig-Holstein

05533|19901201|20031231|351|51.6170|10.5843|Wieda|Niedersachsen

05538|19990201|20221030|551|47.8827|11.1576|Wielenbach_(Demollstr.)|Bayern

05540|19360101|20120630|132|50.0652|8.2597|Wiesbaden_(Süd)|Hessen

05541|19870601|20221030|263|50.1321|8.3169|Wiesbaden-Auringen|Hessen

05546|19670401|20221030|187|52.1206|12.4586|Wiesenburg|Brandenburg

05559|19490101|20010630|383|48.7848|8.5764|Wildbad,_Bad-Calmbach|Baden-Württemberg

05560|19460101|20031130|740|48.7501|8.5365|Wildbad,_Bad-Sommerberg|Baden-Württemberg

05562|19950401|20221030|571|48.6516|8.6801|Neubulach-Oberhaugstett|Baden-Württemberg

05564|19750101|19920331|88|51.1167|6.2167|Wildenrath|Nordrhein-Westfalen

05568|19470101|20010331|310|51.1056|9.1081|Wildungen,_Bad|Hessen

05575|19160101|19980630|1|53.5901|8.1060|Wilhelmshaven|Niedersachsen

05582|19400101|20051231|580|51.2940|8.6026|Willingen/Upland|Hessen

05583|19830801|20060131|594|51.2818|8.6673|Willingen/Upland-Usseln|Hessen

05609|19940801|20020331|241|48.8031|9.4699|Winterbach,_Rems-Murr-Kreis|Baden-Württemberg

05610|19580101|20081231|733|51.1872|8.5079|Winterberg|Nordrhein-Westfalen

05629|19370101|20221030|105|51.8891|12.6446|Wittenberg|Sachsen-Anhalt

05640|19690101|20221030|10|53.5503|7.6672|Wittmundhafen|Niedersachsen

05642|20000702|20010928|72|53.1833|12.5167|Wittstock|Brandenburg

05643|19940301|20221030|68|53.1864|12.4949|Wittstock-Rote_Mühle|Brandenburg

05644|19480101|19990831|133|51.3493|9.8438|Witzenhausen|Hessen

05654|19480701|20071231|464|49.2178|10.2296|Wörnitz-Bottenweiler|Bayern

05663|19790101|19961130|118|53.4618|13.6099|Woldegk|Mecklenburg-Vorpommern

05664|19580101|20221030|296|48.2953|8.2391|Wolfach|Baden-Württemberg

05665|19791001|20100501|677|47.8180|9.7970|Wolfegg|Baden-Württemberg

05676|19810401|20221030|82|52.3962|10.6892|Wolfsburg_(Südwest)|Niedersachsen

05681|19810901|19981231|200|49.5811|7.6234|Wolfstein/Pfalz|Rheinland-Pfalz

05688|20181101|20221030|881|47.7004|8.1057|Dachsberg-Wolpadingen|Baden-Württemberg

05692|19360101|20221030|88|49.6051|8.3659|Worms|Rheinland-Pfalz

05705|19470101|20221030|268|49.7704|9.9576|Würzburg|Bayern

05715|19740101|20221030|49|52.4626|9.4245|Wunstorf|Niedersachsen

05717|19370101|20221030|134|51.2256|7.1052|Wuppertal-Buchenhofen|Nordrhein-Westfalen

05719|20041001|20091210|235|51.2051|7.2000|Remscheid|Nordrhein-Westfalen

05731|19610101|20221030|395|47.6783|8.3801|Wutöschingen-Ofteringen|Baden-Württemberg

05732|18870701|20030630|8|54.6928|8.5271|Wrixum/Föhr|Schleswig-Holstein

05745|19480701|20221030|51|52.9663|13.3268|Zehdenick|Brandenburg

05750|19520901|20221030|264|51.0314|12.1495|Zeitz|Sachsen-Anhalt

05778|19910101|20040731|2|54.0801|13.8989|Zinnowitz|Mecklenburg-Vorpommern

05779|19710101|20221030|877|50.7313|13.7516|Zinnwald-Georgenfeld|Sachsen

05792|19000801|20221030|2965|47.4210|10.9848|Zugspitze|Bayern

05797|18631203|20221030|349|50.6879|12.4329|Lichtentanne|Sachsen

05800|19980101|20221030|615|49.0280|13.2385|Zwiesel|Bayern

05802|19480101|20030930|615|49.0007|13.2137|Zwieselberg|Bayern

05822|19751001|20221030|40|52.8630|8.6988|Bassum|Niedersachsen

05825|19530701|20221030|40|52.6198|12.7867|Berge|Brandenburg

05839|19970701|20221030|-0|53.3881|7.2287|Emden|Niedersachsen

05840|19740601|20050331|600|48.6671|8.4700|Enzklösterle|Baden-Württemberg

05851|19970312|20221030|392|51.0806|8.8769|Frankenberg-Geismar|Hessen

05856|19961231|20221030|476|48.5451|13.3532|Fürstenzell|Bayern

05871|19981101|20221030|497|49.9463|7.2645|Hahn|Rheinland-Pfalz

05877|19970310|20221030|5|54.3160|10.8002|Putlos|Schleswig-Holstein

05890|19510101|19910731|850|47.6777|11.0473|Kohlgrub,_Bad_(A)|Bayern

05904|19780501|20050131|431|48.6493|11.7772|Mainburg|Bayern

05906|19360101|20221030|98|49.5063|8.5584|Mannheim|Baden-Württemberg

05912|19500101|20031231|169|51.0988|9.5380|Malsfeld|Hessen

05920|19500101|19970731|91|50.4485|7.4275|Neuwied|Rheinland-Pfalz

05930|19810801|20221030|1|54.6410|10.0238|Schönhagen_(Ostseebad)|Schleswig-Holstein

05941|19450101|20221030|686|47.6754|12.4698|Reit_im_Winkl|Bayern

06086|19971101|20000630|71|52.7786|13.7590|Melchow-Schönholz|Brandenburg

06091|19971008|20221030|14|53.7674|7.6721|Spiekeroog_(SWN)|Niedersachsen

06093|19980201|20221030|62|53.2139|10.4704|Wendisch_Evern|Niedersachsen

06095|19980501|19990930|273|51.0838|13.4486|Taubenheim-Seeligstadt|Sachsen

06096|19980717|20221030|416|49.1423|10.7301|Altmühlsee|Bayern

06097|19981104|20221030|4|54.4738|12.5014|Darßer_Ort_(SWN)|Mecklenburg-Vorpommern

06098|20000503|20100430|398|47.8147|9.0237|Stockach-Espasingen|Baden-Württemberg

06099|20000420|20221030|449|47.7020|8.7318|Gailingen|Baden-Württemberg

06101|19991216|20221030|51|54.1323|11.6719|Bastorf-Kägsdorf_(SWN)|Mecklenburg-Vorpommern

06102|19990331|20221030|397|47.5396|9.6843|Lindau_(SWN)|Bayern

06103|20000606|20221030|923|47.4287|11.2616|Mittenwald/Obb.|Bayern

06105|19980601|20221030|14|54.3194|9.8051|Ostenfeld_(Rendsburg)|Schleswig-Holstein

06106|20020630|20221030|62|53.3311|12.7149|Rechlin|Mecklenburg-Vorpommern

06107|19990414|20221030|703|47.8076|9.1035|Sipplingen_(SWN)|Baden-Württemberg

06108|20010627|20221030|7|53.7197|9.4192|Ruthenstrom|Niedersachsen

06109|19981001|20221030|51|53.3837|14.3728|Grambow-Schwennenz|Mecklenburg-Vorpommern

06110|19980901|20040831|11|53.8545|13.4949|Medow-Wussentin|Mecklenburg-Vorpommern

06112|19981001|20000131|2|54.2670|13.1430|Stralsund-Devin|Mecklenburg-Vorpommern

06129|19990501|20221030|291|51.0593|14.4266|Sohland/Spree|Sachsen

06136|19820801|19950430|220|50.7000|8.3000|Dillenburg-Niederscheld_(Kläranlage)|Hessen

06157|19990201|20221030|8|53.6410|8.0808|Wangerland-Hooksiel|Niedersachsen

06158|19990701|20221030|454|49.2249|10.6085|Weidenbach-Weiherschneidbach|Bayern

06159|19590301|20221030|8|52.9542|7.3196|Dörpen|Niedersachsen

06163|19991004|20221030|27|54.1654|10.3519|Dörnick|Schleswig-Holstein

06170|20000201|20221030|39|52.0192|14.7254|Coschen|Brandenburg

06181|19870601|19921231|218|51.3154|9.4281|Kassel-Wilhelmshöhe|Hessen

06182|20000401|20120327|404|48.7757|12.1743|Mallersdorf-Pfaffenberg|Bayern

06184|19880801|20090615|6|53.5333|8.1667|Wilhelmshaven_(Flugplatz)|Niedersachsen

06186|20000401|20190527|268|50.1989|7.8651|Nastätten|Rheinland-Pfalz

06189|19710101|19950831|34|53.1333|9.3500|Rotenburg_(Wümme)_(Flugplatz)|Niedersachsen

06192|20000201|20081031|115|49.8083|7.8458|Münster_am_Stein,_Bad|Rheinland-Pfalz

06196|20000901|20220405|611|50.1587|12.0386|Selb-Spielberg|Bayern

06197|20001011|20221030|258|51.8664|9.2710|Lügde-Paenbruch|Nordrhein-Westfalen

06199|20000801|20221030|17|54.2484|13.0418|Steinhagen-Negast|Mecklenburg-Vorpommern

06211|19870610|20221030|464|47.9550|12.1735|Vogtareuth_(Kläranlage)|Bayern

06217|20010401|20221030|190|49.2406|6.9351|Saarbrücken-Burbach|Saarland

06219|20010701|20011031|394|48.8768|11.1043|Dollnstein-Breitenfurt|Bayern

06221|19910903|19940630|6|53.5084|7.0781|Krummhörn_(Hooge)|Niedersachsen

06238|20011123|20170729|675|47.9946|11.2690|Starnberg-Perchting|Bayern

06242|20181019|20210701|64|50.4088|7.4890|Mülheim-Kärlich|Rheinland-Pfalz

06243|20180712|20221030|96|49.2506|8.4422|Philippsburg_KKW|Baden-Württemberg

06244|20180712|20221030|145|49.3650|9.0804|Obrigheim|Baden-Württemberg

06245|20180611|20221030|180|49.0423|9.1733|Neckarwestheim_KKW|Baden-Württemberg

06247|20180701|20221030|307|47.6078|8.1813|Dogern_(Leibstadt)|Baden-Württemberg

06253|20011001|20221030|31|52.4228|12.5667|Brandenburg/Havel|Brandenburg

06255|20181018|20181231|351|49.4667|6.3968|Perl/Saar|Saarland

06258|20030101|20221030|461|47.6845|9.4409|Friedrichshafen-Unterraderach|Baden-Württemberg

06259|20040601|20221030|524|49.0210|9.6033|Großerlach-Mannenweiler|Baden-Württemberg

06260|20021201|20221030|385|49.3328|9.7040|Ingelfingen-Stachenhausen|Baden-Württemberg

06262|20021101|20221030|412|48.7695|9.8737|Schwäbisch_Gmünd-Weiler|Baden-Württemberg

06263|20040701|20221030|445|47.7738|8.8219|Singen|Baden-Württemberg

06264|20040601|20221030|457|51.4140|8.6500|Brilon-Thülen|Nordrhein-Westfalen

06265|20040501|20221030|36|52.3613|12.3867|Wusterwitz|Brandenburg

06266|20040901|20221030|112|52.0304|10.9626|Huy-Pabstorf|Sachsen-Anhalt

06272|20041001|20221030|283|50.8426|10.2518|Salzungen,_Bad-Gräfen-Nitzendorf|Thüringen

06273|20040601|20221030|36|52.5075|11.8551|Demker|Sachsen-Anhalt

06275|20040701|20221030|327|48.6705|9.4627|Notzingen|Baden-Württemberg

06304|20021001|20061231|550|49.3533|11.5053|Pilsach-Litzlohe|Bayern

06305|20041201|20221030|193|51.2061|10.4978|Mühlhausen/Thüringen-Görmar|Thüringen

06310|20040801|20221030|1|54.1049|13.8239|Karlshagen|Mecklenburg-Vorpommern

06312|20041101|20200930|362|49.5314|10.6418|Markt_Erlbach-Mosbach|Bayern

06314|19490201|20221030|306|51.0507|13.3003|Nossen|Sachsen

06336|20051101|20221030|288|50.0132|9.6540|Lohr/Main-Halsbach|Bayern

06337|20040801|20221030|59|51.7663|7.5194|Lüdinghausen-Brochtrup|Nordrhein-Westfalen

06344|20041201|20221030|168|50.3940|8.1423|Runkel-Ennerich|Hessen

06346|20050201|20221030|531|48.2070|11.2035|Maisach-Galgen|Bayern

06347|20050301|20221030|305|50.0579|10.2972|Schonungen-Mainberg|Bayern

07075|20050201|20221030|429|48.7020|11.8493|Elsendorf-Horneck|Bayern

07099|20041101|20211004|187|52.0111|10.3966|Liebenburg-Othfresen|Niedersachsen

07105|20050601|20221030|719|47.8350|12.6548|Siegsdorf-Höll|Bayern

07106|20060901|20221030|105|52.0714|8.4565|Bielefeld-Deppendorf|Nordrhein-Westfalen

07135|19510101|20041231|565|47.9655|9.6804|Aulendorf-Haslach|Baden-Württemberg

07187|20041201|20221030|194|49.7636|9.4063|Freudenberg/Main-Boxtal|Baden-Württemberg

07244|19670101|20040930|62|53.1424|13.0319|Neuglobsow_(HM)|Brandenburg

07298|20050701|20221030|5|54.5268|9.0425|Hattstedt|Schleswig-Holstein

07308|19850206|20180125|541|47.8847|11.1540|Wielenbach|Bayern

07319|20050301|20221030|435|48.7374|10.7393|Donauwörth-Osterweiler|Bayern

07321|20050901|20221030|160|51.1507|11.3321|Olbersleben|Thüringen

07325|20110901|20170116|2650|47.4165|10.9795|Schneefernerhaus|Bayern

07329|20051101|20221030|465|50.5467|12.2863|Treuen|Sachsen

07330|20051001|20221030|159|51.4633|7.9780|Arnsberg-Neheim|Nordrhein-Westfalen

07331|20050901|20221030|467|48.6099|10.2674|Hermaringen-Allewind|Baden-Württemberg

07341|20050715|20221030|119|50.0900|8.7862|Offenbach-Wetterpark|Hessen

07343|20060401|20221030|689|50.6200|13.4817|Deutschneudorf-Brüderwiese|Sachsen

07350|20060801|20221030|585|49.1088|12.8231|Prackenbach-Neuhäusl|Bayern

07351|20050908|20221030|115|53.3176|13.4175|Feldberg/Mecklenburg|Mecklenburg-Vorpommern

07364|20070101|20221030|74|51.6818|12.3053|Jeßnitz|Sachsen-Anhalt

07367|20071201|20221030|144|51.9643|9.8072|Alfeld|Niedersachsen

07368|20071101|20221030|312|51.0007|10.3621|Eisenach|Thüringen

07369|20071101|20221030|475|49.1623|10.3661|Feuchtwangen-Heilbronn|Bayern

07370|20061211|20221030|499|49.3910|12.6838|Waldmünchen|Bayern

07373|20060301|20221030|3|53.5984|6.7024|Borkum-Flugplatz|Niedersachsen

07374|20060301|20221030|46|52.0813|6.9409|Ahaus|Nordrhein-Westfalen

07389|20061201|20221030|83|52.7461|13.8427|Heckelberg|Brandenburg

07391|20120201|20221030|443|49.5561|8.9669|Oberzent-Beerfelden-Vogelherd|Hessen

07392|20080101|20221030|304|50.3332|10.4487|Aubstadt|Bayern

07393|20100101|20221030|116|51.4492|14.2533|Hoyerswerda|Sachsen

07394|20060601|20221030|622|50.0315|11.9745|Wunsiedel-Schönbrunn|Bayern

07395|20071201|20221030|351|48.6595|12.5388|Gottfrieding|Bayern

07396|20080501|20221030|740|50.5084|9.2246|Hoherodskopf/Vogelsberg|Hessen

